BHK,Rent,Size,Bathroom,Cluster,City,Area Type
1.0,13000.0,385.0,1.0,3,Mumbai,Carpet Area
4.0,67500.0,1454.0,3.4999999999999996,3,Mumbai,Carpet Area
1.0,35000.0,479.99999999999994,2.0,3,Mumbai,Carpet Area
2.0,67500.0,660.0,2.0,3,Mumbai,Carpet Area
3.0,67500.0,1600.0,3.0000000000000004,3,Mumbai,Carpet Area
1.0,26000.0,434.0,2.0,3,Mumbai,Carpet Area
3.0,67500.0,1121.0,3.0000000000000004,3,Mumbai,Carpet Area
1.0,8000.0,620.0,2.0,1,Mumbai,Super Area
3.0,67500.0,937.0,2.0,3,Mumbai,Carpet Area
1.0,52000.0,470.0,2.0,3,Mumbai,Carpet Area
1.0,13000.0,410.0,1.0,3,Mumbai,Carpet Area
3.0,45000.0,850.0,3.0000000000000004,3,Mumbai,Carpet Area
3.0,67500.0,1500.0,3.4999999999999996,3,Mumbai,Carpet Area
2.0,63000.0,888.0,2.0,3,Mumbai,Carpet Area
1.0,7500.0,380.0,2.0,3,Mumbai,Carpet Area
1.0,30000.0,360.0,1.0,3,Mumbai,Carpet Area
1.0,28500.0,565.0,2.0,1,Mumbai,Super Area
3.0,67500.0,2000.0,3.4999999999999996,1,Mumbai,Super Area
4.0,67500.0,1358.0,3.4999999999999996,3,Mumbai,Carpet Area
2.0,38000.0,661.0,2.0,3,Mumbai,Carpet Area
1.0,26000.0,450.0,2.0,3,Mumbai,Carpet Area
3.0,67500.0,1300.0,3.0000000000000004,3,Mumbai,Carpet Area
2.0,41000.0,600.0,2.0,3,Mumbai,Carpet Area
2.0,27000.0,900.0,3.0000000000000004,1,Mumbai,Super Area
1.0,53000.0,379.0,1.0,3,Mumbai,Carpet Area
2.0,65000.0,805.0,3.0000000000000004,3,Mumbai,Carpet Area
1.0,67500.0,650.0,2.0,1,Mumbai,Super Area
1.0,6000.0,500.0,2.0,1,Mumbai,Super Area
1.0,43000.0,479.99999999999994,2.0,3,Mumbai,Carpet Area
2.0,65000.0,550.0,2.0,1,Mumbai,Super Area
3.0,67500.0,1600.0,3.0000000000000004,3,Mumbai,Carpet Area
3.0,67500.0,1400.0,2.0,3,Mumbai,Carpet Area
3.0,67500.0,1500.0,2.0,3,Mumbai,Carpet Area
3.0,65000.0,1050.0,3.0000000000000004,3,Mumbai,Carpet Area
3.0,67500.0,920.0,3.0000000000000004,3,Mumbai,Carpet Area
1.0,40000.0,450.0,1.0,3,Mumbai,Carpet Area
1.0,23000.0,440.0,1.0,3,Mumbai,Carpet Area
3.0,55000.0,932.0,3.0000000000000004,1,Mumbai,Super Area
1.0,15000.0,270.0,2.0,3,Mumbai,Carpet Area
1.0,52000.0,379.0,2.0,3,Mumbai,Carpet Area
2.0,13000.0,582.0,2.0,3,Mumbai,Carpet Area
2.0,67500.0,800.0,2.0,3,Mumbai,Carpet Area
1.0,25000.0,444.0,2.0,3,Mumbai,Carpet Area
1.0,21000.0,428.0,1.0,3,Mumbai,Carpet Area
4.5,67500.0,1880.0,3.4999999999999996,3,Mumbai,Carpet Area
2.0,60000.0,888.0,2.0,3,Mumbai,Carpet Area
1.0,19000.0,490.0,1.0,1,Mumbai,Super Area
3.0,67500.0,937.0,3.4999999999999996,3,Mumbai,Carpet Area
2.0,30000.0,710.0,2.0,3,Mumbai,Carpet Area
4.0,67500.0,1617.0,3.4999999999999996,3,Mumbai,Carpet Area
2.0,67500.0,836.0,2.0,3,Mumbai,Carpet Area
2.0,67500.0,1200.0,3.0000000000000004,3,Mumbai,Carpet Area
2.0,65000.0,950.0,2.0,3,Mumbai,Carpet Area
1.0,33000.0,460.0,2.0,3,Mumbai,Carpet Area
1.0,36000.0,585.0,2.0,1,Mumbai,Super Area
2.0,22000.0,550.0,2.0,3,Mumbai,Carpet Area
1.0,16999.999999999996,375.0,1.0,3,Mumbai,Carpet Area
2.0,55000.0,700.0,2.0,3,Mumbai,Carpet Area
2.0,66000.0,750.0,2.0,3,Mumbai,Carpet Area
4.0,67500.0,2000.0,3.4999999999999996,3,Mumbai,Carpet Area
4.0,67500.0,2046.0,3.4999999999999996,3,Mumbai,Carpet Area
2.0,32000.0,750.0,2.0,1,Mumbai,Super Area
2.0,45000.0,730.0,2.0,3,Mumbai,Carpet Area
2.0,50000.0,750.0,2.0,3,Mumbai,Carpet Area
1.0,18500.0,229.0,1.0,1,Mumbai,Super Area
2.0,51000.0,910.0,2.0,3,Mumbai,Carpet Area
4.0,67500.0,1648.0,3.4999999999999996,3,Mumbai,Carpet Area
3.0,67500.0,1100.0,3.0000000000000004,3,Mumbai,Carpet Area
1.0,30000.0,560.0,2.0,3,Mumbai,Carpet Area
2.0,67500.0,850.0,2.0,3,Mumbai,Carpet Area
1.0,15000.0,450.0,1.0,1,Mumbai,Super Area
2.0,50000.0,820.0,2.0,3,Mumbai,Carpet Area
2.0,60000.0,750.0,2.0,3,Mumbai,Carpet Area
1.0,23000.0,410.0,1.0,3,Mumbai,Carpet Area
1.0,14500.0,490.0,2.0,3,Mumbai,Carpet Area
2.0,40000.0,700.0,2.0,3,Mumbai,Carpet Area
4.5,67500.0,2175.0,3.4999999999999996,3,Mumbai,Carpet Area
1.0,67500.0,560.0,1.0,3,Mumbai,Carpet Area
2.0,55000.0,650.0,2.0,3,Mumbai,Carpet Area
1.0,12000.0,520.0,1.0,1,Mumbai,Super Area
2.0,45000.0,850.0,2.0,3,Mumbai,Carpet Area
2.0,67500.0,777.0,2.0,3,Mumbai,Carpet Area
2.0,43000.0,771.0,2.0,3,Mumbai,Carpet Area
1.0,22000.0,400.0,1.0,3,Mumbai,Carpet Area
2.0,20000.0,600.0,2.0,3,Mumbai,Carpet Area
1.0,26000.0,390.0,2.0,3,Mumbai,Carpet Area
4.0,67500.0,2175.0,3.4999999999999996,3,Mumbai,Carpet Area
1.0,34999.0,450.0,2.0,3,Mumbai,Carpet Area
1.0,35000.0,500.0,2.0,1,Mumbai,Super Area
1.0,50000.0,410.0,1.0,3,Mumbai,Carpet Area
1.0,16000.0,160.0,1.0,3,Mumbai,Carpet Area
2.0,55000.0,750.0,2.0,3,Mumbai,Carpet Area
1.0,39000.0,585.0,2.0,1,Mumbai,Super Area
3.0,67500.0,1300.0,3.0000000000000004,3,Mumbai,Carpet Area
1.0,25000.0,350.0,1.0,3,Mumbai,Carpet Area
1.0,25000.0,490.0,2.0,1,Mumbai,Super Area
2.0,49500.0,650.0,2.0,3,Mumbai,Carpet Area
1.0,21000.0,225.0,1.0,3,Mumbai,Carpet Area
2.0,67500.0,850.0,2.0,3,Mumbai,Carpet Area
1.0,21000.0,385.0,1.0,1,Mumbai,Super Area
2.0,46700.0,800.0,2.0,3,Mumbai,Carpet Area
4.0,67500.0,2175.0,3.4999999999999996,3,Mumbai,Carpet Area
4.0,67500.0,1526.0,3.4999999999999996,3,Mumbai,Carpet Area
1.0,18000.0,300.0,1.0,1,Mumbai,Super Area
3.0,67500.0,1800.0,3.0000000000000004,1,Mumbai,Super Area
2.0,67500.0,800.0,2.0,3,Mumbai,Carpet Area
3.0,67500.0,890.0,2.0,3,Mumbai,Carpet Area
2.0,38000.0,700.0,2.0,3,Mumbai,Carpet Area
1.0,20000.0,465.0,1.0,1,Mumbai,Super Area
2.0,67500.0,900.0,2.0,3,Mumbai,Carpet Area
3.0,67500.0,1073.0,3.0000000000000004,3,Mumbai,Carpet Area
1.0,21000.0,450.0,1.0,1,Mumbai,Super Area
3.0,67500.0,1350.0,3.0000000000000004,3,Mumbai,Carpet Area
2.0,67500.0,800.0,2.0,3,Mumbai,Carpet Area
2.0,33999.99999999999,600.0,2.0,3,Mumbai,Carpet Area
2.0,55000.0,650.0,2.0,3,Mumbai,Carpet Area
2.0,52000.0,550.0,2.0,3,Mumbai,Carpet Area
1.0,67500.0,840.0,2.0,3,Mumbai,Carpet Area
3.0,67500.0,1121.0,2.0,3,Mumbai,Carpet Area
2.0,45000.0,650.0,2.0,3,Mumbai,Carpet Area
1.0,22000.0,575.0,1.0,1,Mumbai,Super Area
1.0,32000.0,475.0,1.0,1,Mumbai,Super Area
2.0,33999.99999999999,830.0,2.0,3,Mumbai,Carpet Area
3.0,67500.0,1337.0,3.0000000000000004,3,Mumbai,Carpet Area
1.0,23000.0,420.0,2.0,3,Mumbai,Carpet Area
1.0,20000.0,310.0,1.0,3,Mumbai,Carpet Area
3.0,67500.0,1800.0,3.4999999999999996,3,Mumbai,Carpet Area
3.0,67500.0,967.0,3.0000000000000004,3,Mumbai,Carpet Area
1.0,55000.0,505.0,1.0,3,Mumbai,Carpet Area
1.0,15000.0,275.0,1.0,1,Mumbai,Super Area
2.0,22000.0,640.0,2.0,3,Mumbai,Carpet Area
3.0,60000.0,1500.0,3.0000000000000004,3,Mumbai,Carpet Area
2.0,49000.0,850.0,2.0,3,Mumbai,Carpet Area
2.0,33999.99999999999,900.0,2.0,3,Mumbai,Carpet Area
1.0,24000.0,430.0,2.0,3,Mumbai,Carpet Area
4.0,67500.0,1649.0,3.0000000000000004,3,Mumbai,Carpet Area
3.0,67500.0,1100.0,3.0000000000000004,3,Mumbai,Carpet Area
3.0,67500.0,1200.0,3.0000000000000004,3,Mumbai,Carpet Area
2.0,32000.0,680.0,2.0,3,Mumbai,Carpet Area
2.0,24000.0,600.0,2.0,3,Mumbai,Carpet Area
4.0,67500.0,1560.0,3.4999999999999996,3,Mumbai,Carpet Area
4.5,67500.0,2175.0,3.4999999999999996,3,Mumbai,Carpet Area
2.0,45000.0,771.0,2.0,3,Mumbai,Carpet Area
2.0,67500.0,800.0,2.0,3,Mumbai,Carpet Area
2.0,37000.0,800.0,2.0,1,Mumbai,Super Area
3.0,67500.0,1424.9999999999998,3.4999999999999996,3,Mumbai,Carpet Area
4.0,67500.0,1750.0,3.4999999999999996,3,Mumbai,Carpet Area
1.0,25000.0,475.0,2.0,3,Mumbai,Carpet Area
4.0,67500.0,2000.0,3.4999999999999996,3,Mumbai,Carpet Area
3.0,67500.0,1375.0,3.0000000000000004,3,Mumbai,Carpet Area
4.5,67500.0,2175.0,3.4999999999999996,3,Mumbai,Carpet Area
1.0,26000.0,650.0,1.0,1,Mumbai,Super Area
2.0,27000.0,600.0,2.0,3,Mumbai,Carpet Area
1.0,26000.0,649.0,1.0,1,Mumbai,Super Area
2.0,60000.0,950.0,2.0,3,Mumbai,Carpet Area
1.0,12000.0,225.0,1.0,3,Mumbai,Carpet Area
2.0,67500.0,1000.0,2.0,3,Mumbai,Carpet Area
1.0,30000.0,330.0,1.0,3,Mumbai,Carpet Area
3.0,67500.0,1200.0,3.0000000000000004,3,Mumbai,Carpet Area
3.0,67500.0,1270.0,3.0000000000000004,3,Mumbai,Carpet Area
3.0,67500.0,920.0,3.0000000000000004,3,Mumbai,Carpet Area
2.0,20000.0,630.0,2.0,3,Mumbai,Carpet Area
2.0,22000.0,670.0000000000001,2.0,3,Mumbai,Carpet Area
1.0,32000.0,450.0,1.0,1,Mumbai,Super Area
1.0,20000.0,265.0,1.0,1,Mumbai,Super Area
2.0,50000.0,600.0,2.0,3,Mumbai,Carpet Area
2.0,29000.0,670.0000000000001,2.0,3,Mumbai,Carpet Area
2.0,45000.0,650.0,2.0,3,Mumbai,Carpet Area
1.0,6500.0,422.0,2.0,3,Mumbai,Carpet Area
2.0,55000.0,955.0,2.0,3,Mumbai,Carpet Area
3.0,67500.0,1100.0,3.0000000000000004,3,Mumbai,Carpet Area
1.0,18500.0,300.0,1.0,3,Mumbai,Carpet Area
2.0,50000.0,900.0,2.0,3,Mumbai,Carpet Area
2.0,45000.0,785.0,2.0,3,Mumbai,Carpet Area
3.0,67500.0,1350.0,3.0000000000000004,3,Mumbai,Carpet Area
2.0,67500.0,900.0,2.0,3,Mumbai,Carpet Area
1.0,25000.0,400.0,1.0,3,Mumbai,Carpet Area
2.0,67500.0,800.0,3.0000000000000004,3,Mumbai,Carpet Area
2.0,67500.0,895.0,2.0,3,Mumbai,Carpet Area
1.0,20000.0,625.0,1.0,1,Mumbai,Super Area
2.0,30000.0,720.0,2.0,3,Mumbai,Carpet Area
2.0,67500.0,750.0,2.0,3,Mumbai,Carpet Area
3.0,67500.0,1663.0,2.0,3,Mumbai,Carpet Area
2.0,67500.0,660.0,2.0,3,Mumbai,Carpet Area
2.0,32000.0,700.0,2.0,3,Mumbai,Carpet Area
1.0,22000.0,377.0,2.0,1,Mumbai,Super Area
2.0,35000.0,650.0,2.0,3,Mumbai,Carpet Area
2.0,47000.0,650.0,2.0,3,Mumbai,Carpet Area
4.0,67500.0,2080.0,3.4999999999999996,3,Mumbai,Carpet Area
2.0,31000.0,700.0,2.0,1,Mumbai,Super Area
1.0,60000.0,430.0,1.0,3,Mumbai,Carpet Area
2.0,58000.0,650.0,2.0,3,Mumbai,Carpet Area
3.0,67500.0,890.0,2.0,3,Mumbai,Carpet Area
2.0,45000.0,965.0,2.0,1,Mumbai,Super Area
1.0,7500.0,630.0,2.0,1,Mumbai,Super Area
4.0,67500.0,2100.0,3.4999999999999996,3,Mumbai,Carpet Area
3.0,67500.0,1100.0,3.0000000000000004,3,Mumbai,Carpet Area
2.0,67500.0,730.0,2.0,3,Mumbai,Carpet Area
3.0,67500.0,1380.0,3.0000000000000004,3,Mumbai,Carpet Area
3.0,66000.0,1100.0,3.0000000000000004,3,Mumbai,Carpet Area
1.0,45000.0,450.0,1.0,3,Mumbai,Carpet Area
1.0,22000.0,500.0,1.0,1,Mumbai,Super Area
3.0,65000.0,1100.0,3.0000000000000004,3,Mumbai,Carpet Area
3.0,55000.0,868.0,3.0000000000000004,3,Mumbai,Carpet Area
2.0,55000.0,750.0,2.0,3,Mumbai,Carpet Area
1.0,36000.0,540.0,2.0,1,Mumbai,Super Area
4.0,67500.0,2100.0,3.4999999999999996,3,Mumbai,Carpet Area
1.0,22000.0,450.0,2.0,3,Mumbai,Carpet Area
3.0,67500.0,1600.0,3.4999999999999996,3,Mumbai,Carpet Area
1.0,33999.99999999999,560.0,2.0,1,Mumbai,Super Area
1.0,45000.0,500.0,1.0,3,Mumbai,Carpet Area
1.0,14000.0,304.99999999999994,1.0,3,Mumbai,Carpet Area
3.0,67500.0,970.0,2.0,3,Mumbai,Carpet Area
1.0,7000.0,479.99999999999994,1.0,3,Mumbai,Carpet Area
2.0,55000.0,720.0,2.0,3,Mumbai,Carpet Area
2.0,55000.0,950.0,2.0,3,Mumbai,Carpet Area
4.0,67500.0,2175.0,3.4999999999999996,3,Mumbai,Carpet Area
3.0,67500.0,1450.0,3.0000000000000004,3,Mumbai,Carpet Area
2.0,42000.0,774.0,2.0,3,Mumbai,Carpet Area
1.0,27000.0,450.0,1.0,1,Mumbai,Super Area
3.0,60000.0,1000.0,3.0000000000000004,3,Mumbai,Carpet Area
1.0,16999.999999999996,340.0,1.0,1,Mumbai,Super Area
1.0,30000.0,430.0,2.0,3,Mumbai,Carpet Area
2.0,45000.0,722.0,2.0,3,Mumbai,Carpet Area
3.0,67500.0,1152.0000000000002,2.0,3,Mumbai,Carpet Area
1.0,25000.0,641.0,1.0,1,Mumbai,Super Area
2.0,67500.0,810.0,2.0,3,Mumbai,Carpet Area
2.0,67500.0,800.0,2.0,3,Mumbai,Carpet Area
2.0,67500.0,875.0,2.0,3,Mumbai,Carpet Area
2.0,20000.0,700.0,2.0,1,Mumbai,Super Area
1.0,35000.0,420.0,1.0,1,Mumbai,Super Area
3.0,67500.0,1400.0,3.0000000000000004,3,Mumbai,Carpet Area
2.0,54500.0,758.0,2.0,3,Mumbai,Carpet Area
4.0,67500.0,2175.0,3.4999999999999996,3,Mumbai,Carpet Area
1.0,45000.0,479.99999999999994,2.0,3,Mumbai,Carpet Area
1.0,38000.0,550.0,2.0,3,Mumbai,Carpet Area
2.0,67500.0,900.0,2.0,3,Mumbai,Carpet Area
1.0,22000.0,400.0,1.0,1,Mumbai,Super Area
2.0,67500.0,760.0,2.0,3,Mumbai,Carpet Area
4.0,67500.0,2175.0,3.4999999999999996,3,Mumbai,Carpet Area
1.0,50000.0,400.0,1.0,3,Mumbai,Carpet Area
4.0,67500.0,1962.0,3.4999999999999996,3,Mumbai,Carpet Area
3.0,67500.0,1100.0,3.0000000000000004,3,Mumbai,Carpet Area
2.0,40000.0,800.0,2.0,1,Mumbai,Super Area
2.0,32000.0,590.0,2.0,3,Mumbai,Carpet Area
2.0,67500.0,600.0,2.0,3,Mumbai,Carpet Area
4.0,67500.0,2175.0,3.4999999999999996,3,Mumbai,Carpet Area
2.0,45000.0,670.0000000000001,2.0,3,Mumbai,Carpet Area
2.0,65000.0,959.9999999999999,2.0,3,Mumbai,Carpet Area
2.0,65000.0,1500.0,3.0000000000000004,1,Mumbai,Super Area
1.0,35000.0,500.0,1.0,1,Mumbai,Super Area
3.0,67500.0,1120.0,2.0,3,Mumbai,Carpet Area
4.0,67500.0,2175.0,3.4999999999999996,3,Mumbai,Carpet Area
3.0,67500.0,2175.0,3.0000000000000004,2,Bangalore,Carpet Area
2.0,10500.0,800.0,2.0,1,Bangalore,Super Area
2.0,13000.0,1000.0,2.0,1,Bangalore,Super Area
2.0,16999.999999999996,1040.0,2.0,1,Bangalore,Super Area
3.0,21000.0,1403.0,3.0000000000000004,1,Bangalore,Super Area
2.0,10000.0,600.0,1.0,1,Bangalore,Super Area
4.0,61500.0,2175.0,3.0000000000000004,2,Bangalore,Carpet Area
2.0,13000.0,850.0,2.0,2,Bangalore,Carpet Area
1.0,7500.0,400.0,1.0,1,Bangalore,Super Area
2.0,16999.999999999996,1000.0,2.0,1,Bangalore,Super Area
3.0,25000.0,1350.0,3.0000000000000004,2,Bangalore,Carpet Area
2.0,10500.0,800.0,2.0,2,Bangalore,Carpet Area
1.0,8000.0,350.0,1.0,1,Bangalore,Super Area
1.0,9500.0,900.0,1.0,1,Bangalore,Super Area
3.0,50000.0,2000.0,3.0000000000000004,2,Bangalore,Carpet Area
2.0,13000.0,700.0,2.0,1,Bangalore,Super Area
1.0,13500.0,600.0,1.0,1,Bangalore,Super Area
2.0,13000.0,700.0,1.0,2,Bangalore,Carpet Area
1.0,15000.0,600.0,1.0,1,Bangalore,Super Area
2.0,15000.0,1400.0,3.0000000000000004,1,Bangalore,Super Area
1.0,7000.0,600.0,1.0,1,Bangalore,Super Area
2.0,25000.0,770.0,2.0,1,Bangalore,Super Area
2.0,16999.999999999996,900.0,2.0,2,Bangalore,Carpet Area
1.0,7500.0,500.0,1.0,1,Bangalore,Super Area
2.0,15000.0,1100.0,2.0,1,Bangalore,Super Area
1.0,7500.0,500.0,1.0,1,Bangalore,Super Area
3.0,25000.0,1260.0,3.0000000000000004,1,Bangalore,Super Area
3.0,54000.0,1750.0,3.0000000000000004,2,Bangalore,Carpet Area
1.0,14500.0,600.0,1.0,2,Bangalore,Carpet Area
1.0,4500.0,450.0,1.0,1,Bangalore,Super Area
2.0,10500.0,800.0,1.0,1,Bangalore,Super Area
1.0,5500.0,400.0,1.0,1,Bangalore,Super Area
2.0,16000.0,600.0,2.0,2,Bangalore,Carpet Area
1.0,7000.0,400.0,1.0,1,Bangalore,Super Area
2.0,12500.0,900.0,2.0,1,Bangalore,Super Area
2.0,10000.0,1200.0,1.0,1,Bangalore,Super Area
2.0,18000.0,1045.0,2.0,2,Bangalore,Carpet Area
3.0,28000.0,1021.0,3.0000000000000004,2,Bangalore,Carpet Area
3.0,12000.0,1200.0,2.0,1,Bangalore,Super Area
2.0,13000.0,1000.0,1.0,2,Bangalore,Carpet Area
2.0,50000.0,1280.0,2.0,2,Bangalore,Carpet Area
1.0,7000.0,450.0,1.0,2,Bangalore,Carpet Area
2.0,30000.0,450.0,2.0,1,Bangalore,Super Area
1.0,10000.0,600.0,2.0,1,Bangalore,Super Area
2.0,15000.0,800.0,2.0,1,Bangalore,Super Area
1.0,7500.0,500.0,1.0,1,Bangalore,Super Area
3.0,45000.0,1680.0,3.0000000000000004,1,Bangalore,Super Area
3.0,65000.0,2000.0,3.0000000000000004,2,Bangalore,Carpet Area
1.0,12000.0,500.0,1.0,2,Bangalore,Carpet Area
1.0,7000.0,500.0,1.0,2,Bangalore,Carpet Area
1.0,9000.0,800.0,1.0,1,Bangalore,Super Area
2.0,23000.0,1100.0,2.0,1,Bangalore,Super Area
2.0,30000.0,1200.0,2.0,1,Bangalore,Super Area
1.0,8000.0,500.0,1.0,2,Bangalore,Carpet Area
2.0,16000.0,1155.0,2.0,1,Bangalore,Super Area
1.0,7500.0,440.0,1.0,1,Bangalore,Super Area
2.0,20000.0,1040.0,2.0,2,Bangalore,Carpet Area
4.0,67500.0,2175.0,3.4999999999999996,2,Bangalore,Carpet Area
3.0,30000.0,1200.0,2.0,1,Bangalore,Super Area
3.0,20000.0,1600.0,3.0000000000000004,1,Bangalore,Super Area
4.0,67500.0,2175.0,3.4999999999999996,2,Bangalore,Carpet Area
2.0,16999.999999999996,1000.0,2.0,1,Bangalore,Super Area
2.0,15000.0,1200.0,2.0,1,Bangalore,Super Area
1.0,6000.0,400.0,1.0,1,Bangalore,Super Area
2.0,16000.0,950.0,3.0000000000000004,2,Bangalore,Carpet Area
2.0,9500.0,530.0,1.0,2,Bangalore,Carpet Area
1.0,8000.0,300.0,1.0,2,Bangalore,Carpet Area
2.0,15000.0,1000.0,2.0,1,Bangalore,Super Area
1.0,12000.0,450.0,1.0,1,Bangalore,Super Area
1.0,10000.0,600.0,1.0,2,Bangalore,Carpet Area
2.0,16000.0,1100.0,2.0,1,Bangalore,Super Area
1.0,11000.0,400.0,1.0,1,Bangalore,Super Area
2.0,11000.0,700.0,2.0,1,Bangalore,Super Area
2.0,20000.0,1105.0,2.0,1,Bangalore,Super Area
3.0,24000.0,1430.0,2.0,1,Bangalore,Super Area
2.0,14500.0,850.0,2.0,1,Bangalore,Super Area
1.0,4000.0000000000005,650.0,1.0,1,Bangalore,Super Area
2.0,12000.0,1200.0,2.0,1,Bangalore,Super Area
2.0,8499.999999999998,600.0,2.0,1,Bangalore,Super Area
1.0,9000.0,400.0,1.0,2,Bangalore,Carpet Area
4.0,67500.0,2175.0,3.4999999999999996,2,Bangalore,Carpet Area
2.0,10500.0,1100.0,2.0,1,Bangalore,Super Area
2.0,12000.0,900.0,2.0,1,Bangalore,Super Area
3.0,32000.0,1300.0,2.0,1,Bangalore,Super Area
2.0,15000.0,1000.0,3.0000000000000004,1,Bangalore,Super Area
3.0,21000.0,1000.0,3.0000000000000004,2,Bangalore,Carpet Area
2.0,12000.0,900.0,2.0,2,Bangalore,Carpet Area
1.0,7000.0,800.0,1.0,2,Bangalore,Carpet Area
2.0,15000.0,750.0,2.0,1,Bangalore,Super Area
2.0,11400.0,1100.0,2.0,2,Bangalore,Carpet Area
2.0,15000.0,1200.0,2.0,1,Bangalore,Super Area
2.0,19000.0,1000.0,2.0,2,Bangalore,Carpet Area
2.0,27000.0,1000.0,2.0,2,Bangalore,Carpet Area
3.0,48000.0,2000.0,3.0000000000000004,2,Bangalore,Carpet Area
1.0,7000.0,550.0,1.0,1,Bangalore,Super Area
2.0,15000.0,1130.0,2.0,1,Bangalore,Super Area
2.0,10000.0,600.0,2.0,1,Bangalore,Super Area
1.0,7000.0,100.0,1.0,2,Bangalore,Carpet Area
2.0,9000.0,500.0,1.0,1,Bangalore,Super Area
1.0,8000.0,600.0,1.0,1,Bangalore,Super Area
2.0,35000.0,1200.0,2.0,2,Bangalore,Carpet Area
2.0,16000.0,850.0,2.0,1,Bangalore,Super Area
1.0,4500.0,600.0,1.0,1,Bangalore,Super Area
2.0,16000.0,600.0,1.0,1,Bangalore,Super Area
2.0,10000.0,700.0,1.0,1,Bangalore,Super Area
1.0,8000.0,400.0,1.0,2,Bangalore,Carpet Area
1.0,6000.0,400.0,1.0,1,Bangalore,Super Area
2.0,13000.0,1000.0,2.0,2,Bangalore,Carpet Area
2.0,10000.0,1200.0,2.0,1,Bangalore,Super Area
3.0,55000.0,1603.0,3.0000000000000004,2,Bangalore,Carpet Area
3.0,15000.0,1200.0,3.0000000000000004,1,Bangalore,Super Area
1.0,12000.0,420.0,1.0,2,Bangalore,Carpet Area
2.0,9000.0,1200.0,2.0,1,Bangalore,Super Area
3.0,36000.0,1771.0,3.0000000000000004,1,Bangalore,Super Area
3.0,37000.0,1200.0,3.0000000000000004,1,Bangalore,Super Area
2.0,6000.0,700.0,1.0,1,Bangalore,Super Area
1.0,16999.999999999996,609.9999999999999,1.0,1,Bangalore,Super Area
1.0,8000.0,800.0,1.0,1,Bangalore,Super Area
1.0,7500.0,550.0,1.0,1,Bangalore,Super Area
2.0,9500.0,750.0,1.0,1,Bangalore,Super Area
2.0,13500.0,700.0,2.0,2,Bangalore,Carpet Area
1.0,9000.0,600.0,1.0,2,Bangalore,Carpet Area
1.0,7000.0,360.0,1.0,1,Bangalore,Super Area
2.0,12000.0,800.0,2.0,1,Bangalore,Super Area
4.0,67500.0,2175.0,3.4999999999999996,2,Bangalore,Carpet Area
2.0,12000.0,1200.0,2.0,1,Bangalore,Super Area
1.0,8499.999999999998,479.99999999999994,1.0,1,Bangalore,Super Area
2.0,18000.0,1000.0,2.0,1,Bangalore,Super Area
1.0,11000.0,800.0,1.0,1,Bangalore,Super Area
3.0,18000.0,900.0,2.0,1,Bangalore,Super Area
3.0,16999.999999999996,1450.0,3.0000000000000004,1,Bangalore,Super Area
1.0,6500.0,400.0,1.0,1,Bangalore,Super Area
2.0,11500.0,700.0,2.0,1,Bangalore,Super Area
2.0,22000.0,1000.0,2.0,2,Bangalore,Carpet Area
1.0,13000.0,450.0,1.0,2,Bangalore,Carpet Area
3.0,20000.0,773.0,2.0,2,Bangalore,Carpet Area
2.0,10000.0,1200.0,2.0,1,Bangalore,Super Area
2.0,15000.0,1000.0,2.0,1,Bangalore,Super Area
1.0,8000.0,150.0,1.0,1,Bangalore,Super Area
2.0,12000.0,865.0,2.0,1,Bangalore,Super Area
1.0,20000.0,600.0,1.0,1,Bangalore,Super Area
2.0,20000.0,800.0,1.0,1,Bangalore,Super Area
1.0,8000.0,200.0,1.0,1,Bangalore,Super Area
1.0,11000.0,600.0,2.0,2,Bangalore,Carpet Area
3.0,40000.0,1840.0,2.0,2,Bangalore,Carpet Area
2.0,10000.0,800.0,2.0,1,Bangalore,Super Area
3.0,30000.0,1600.0,2.0,2,Bangalore,Carpet Area
2.0,8000.0,600.0,1.0,1,Bangalore,Super Area
2.0,15000.0,1100.0,2.0,2,Bangalore,Carpet Area
2.0,12000.0,950.0,2.0,1,Bangalore,Super Area
2.0,12000.0,905.0,2.0,1,Bangalore,Super Area
3.0,20000.0,1200.0,2.0,2,Bangalore,Carpet Area
3.0,13000.0,1000.0,1.0,1,Bangalore,Super Area
2.0,17500.0,1080.0,2.0,1,Bangalore,Super Area
1.0,8000.0,600.0,1.0,1,Bangalore,Super Area
2.0,8499.999999999998,1000.0,2.0,1,Bangalore,Super Area
1.0,7500.0,600.0,1.0,1,Bangalore,Super Area
2.0,22000.0,1100.0,2.0,1,Bangalore,Super Area
1.0,6000.0,300.0,1.0,1,Bangalore,Super Area
2.0,32900.0,1200.0,1.0,2,Bangalore,Carpet Area
2.0,15000.0,800.0,1.0,1,Bangalore,Super Area
2.0,10000.0,535.0,1.0,1,Bangalore,Super Area
2.0,10000.0,800.0,2.0,1,Bangalore,Super Area
3.0,21000.0,1159.0,2.0,1,Bangalore,Super Area
4.0,63000.0,2175.0,3.4999999999999996,2,Bangalore,Carpet Area
1.0,6900.0,50.0,1.0,2,Bangalore,Carpet Area
2.0,14000.0,700.0,1.0,1,Bangalore,Super Area
1.0,14500.0,550.0,1.0,1,Bangalore,Super Area
1.0,6500.0,700.0,1.0,1,Bangalore,Super Area
2.0,13000.0,600.0,2.0,1,Bangalore,Super Area
2.0,8000.0,600.0,1.0,1,Bangalore,Super Area
